restaurant_id,name,days_in_advance,primary_cuisine,secondary_cuisines,primary_dining_style,secondary_dining_styles,facilities,primary_place,places,hashtags,weighted_rating_score,total_revenue,total_bookings,total_guests,total_no_shows,total_temporary_bookings,avg_revenue_per_booking,no_show_rate,kol_views,kol_likes,kol_comments,unique_kols_used,web_views,web_revenue
373.0,,,,,,,,,,,,17000.0,2.0,4.0,0.0,0.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423.0,,,,,,,,,,,,124020204.0,7690.0,22598.0,44.0,133.0,16127.464759427829,0.005721716514954486,0.0,0.0,0.0,0.0,0.0,0.0
424.0,,,,,,,,,,,,25232540.0,1040.0,3778.0,29.0,18.0,24262.05769230769,0.027884615384615386,0.0,0.0,0.0,0.0,0.0,0.0
425.0,Audrey Cafe EmQuartier,90.0,international,"international, fusion, thai, european, italian",casual dining,"family friendly, mall restaurant, cafe/dessert, chain restaurant, casual dining","free wifi, have parking, accommodates 50+ people, indoor seating, wheelchair access",shoppingmall:emquartier,"shoppingmall:emquartier, popularzone:phrom phong","redtable 2024 award winner, time to celebrate, top 10 restaurant bkk (indo), famous restaurants, italian cafes/desserts with free wifi under 350 baht, celebration redtable awards 2025, best selling weekday, amex, birthday celebration, come more pay less, hottest promotion, top 10 restaurant bkk (ca), pizza",4.67988071265887,168529924.0,10550.0,34569.0,106.0,154.0,15974.400379146919,0.01004739336492891,28608.0,455.0,22.0,1.0,1609.0,0.0
426.0,Audrey Cafe Central Ladprao,90.0,fusion,"fusion, thai, international, european, italian",casual dining,"chain restaurant, mall restaurant, cafe/dessert, family friendly, casual dining","have parking, wheelchair access, indoor seating, free wifi, accommodates 50+ people",mrtroute:mrt phahon yothin,"shoppingmall:central ladprao, popularzone:ladprao, btsroute:bts ha yaek lat phrao, mrtroute:mrt phahon yothin, btsroute:bts siam","best selling weekday, celebration redtable awards 2025, redtable 2024 award winner, pizza, time to celebrate, famous restaurants, top 10 restaurant bkk (indo), italian cafes/desserts with free wifi under 350 baht, family friendly thai restaurants under 300 baht in ladprao, hottest promotion, birthday celebration, top 10 restaurant bkk (ca), amex",4.754571553240674,328577456.0,29743.0,75285.0,124.0,191.0,11047.219715563326,0.004169048179403557,0.0,0.0,0.0,0.0,117.0,0.0
447.0,Up & Above Restaurant and Bar (Rooftop) at The Okura Prestige Bangkok,90.0,international,"european, thai, japanese, international, fusion",rooftop,"rooftop, hotel restaurant, buffet, family friendly, hotel buffet","have parking, wheelchair access, scenic view, indoor seating",popularzone:ploenchit,"btsroute:bts phloen chit, popularzone:chidlom, popularzone:ploenchit","sunday brunch, free-flow promotion",4.560193297199235,18010890.0,535.0,1356.0,9.0,14.0,33665.214953271025,0.016822429906542057,21710.0,1585.0,6.0,0.0,737.0,0.0
554.0,,,,,,,,,,,,7019766.0,403.0,1152.0,3.0,3.0,17418.774193548386,0.007444168734491315,0.0,0.0,0.0,0.0,0.0,0.0
565.0,Bai Yun Banyan Tree Bangkok,90.0,chinese,Unknown,hotel restaurant,"hotel restaurant, casual dining, hotel buffet, buffet, family friendly","indoor seating, have baby chair, have parking, free wifi, scenic view, accommodates 50+ people, private room up to 20 people, accommodates 80+ people, vegan/vegetarian friendly",mrtroute:mrt lumphini,"popularzone:rajdamri, mrtroute:mrt si lom, btsroute:bts sala daeng, popularzone:sathon, mrtroute:mrt lumphini","buffet mania, celebration redtable awards 2025, time to celebrate, must visit bkk 2025 for hongkong tourists, best dim sum buffets in bangkok, christmas & new year deal, must visit bkk 2025 for korean tourists, amex, top sales hotel restaurants, top 20 restaurants in thailand, hottest promotion",4.56739930308247,128388880.0,3578.0,11892.0,85.0,65.0,35882.861934041364,0.023756288429290107,11967.0,479.0,2.0,1.0,2511.0,0.0
598.0,Broccoli Revolution Sukhumvit 49,60.0,international,"thai, international, fusion",casual dining,"family friendly, cafe/dessert, casual dining","pet friendly, wheelchair access, indoor seating, have baby chair, free wifi, vegan/vegetarian friendly",btsroute:bts thong lor,"popularzone:thonglor, btsroute:bts thong lor","thai casual dining restaurants under 500 baht near bts phrom phong, bts thong lor, and bts ekkamai, vegan/vegetarian thai restaurants in phrom phong, asok, thonglor under 500 baht, thai vegan/vegetarian restaurants near phrom phong, asok, thonglor under 1000 baht",4.456308434695717,482880.0,38.0,109.0,0.0,0.0,12707.368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643.0,Mojjo Rooftop Lounge & Bar Skyview Hotel,90.0,mexican,"peruvian, fusion, cuban, mexican",rooftop,"rooftop, hotel restaurant","accommodates 50+ people, accommodates 80+ people, have parking, free wifi, vegan/vegetarian friendly, scenic view, dj, wheelchair access, free event equipment, outdoor seating, halal, have baby chair, accommodates 120+ people, indoor seating",awardtype:50 million milestone,"popularzone:phrom phong, btsroute:bts phrom phong, shoppingmall:emquartier","top 10 restaurant bkk (my), must visit bkk 2025 for korean tourists, celebrate love with us, birthday celebration, top 10 restaurant bkk (india), famous restaurants, free-flow promotion, must visit bkk 2025 for hongkong tourists, celebration redtable awards 2025, top 10 restaurant bkk (au), amex, top 10 restaurant bkk (uk)",4.713113659333279,614407780.0,11314.0,25979.0,165.0,279.0,54305.08926993106,0.01458370160862648,17312.0,224.0,17.0,2.0,1498.0,0.0
668.0,Boon Tong Kee Seacon Square,90.0,singaporean,chinese,casual dining,"casual dining, family friendly, chain restaurant, mall restaurant","have parking, have baby chair, indoor seating",awardbadge:red table award,Unknown,"celebration redtable awards 2025, time to celebrate, redtable 2024 award winner, amex",4.660770931122943,95960240.0,6865.0,18476.0,63.0,70.0,13978.184996358339,0.009176984705025492,0.0,0.0,0.0,0.0,85.0,0.0
680.0,Boon Tong Kee Central Pinklao,90.0,chinese,chinese,casual dining,"family friendly, casual dining, chain restaurant, mall restaurant","have baby chair, have parking, indoor seating",awardbadge:red table award,"popularzone:pinklao, shoppingmall:central pinklao","redtable 2024 award winner, celebration redtable awards 2025, amex, time to celebrate",4.722268523364611,82534940.0,7690.0,22066.0,90.0,97.0,10732.762028608582,0.011703511053315995,0.0,0.0,0.0,0.0,154.0,0.0
694.0,,,,,,,,,,,,35006850.0,1727.0,6304.0,17.0,25.0,20270.324261725535,0.009843659525188187,0.0,0.0,0.0,0.0,0.0,0.0
701.0,Le Boeuf,90.0,french,"french, european",fine dining,"fine dining, buffet","have baby chair, have parking, indoor seating, live music",btsroute:bts ari,btsroute:bts ari,Unknown,4.626953503793533,10160790.0,433.0,1100.0,13.0,9.0,23466.027713625866,0.03002309468822171,0.0,0.0,0.0,0.0,5750.0,0.0
712.0,Vertigo TOO Banyan Tree,240.0,international,"international, fusion",rooftop,"rooftop, hotel restaurant, casual dining, pub/bar","accommodates 50+ people, accommodates 120+ people, accommodates 80+ people, indoor seating, have parking, scenic view, wheelchair access, free wifi, vegan/vegetarian friendly, have baby chair",popularzone:sathon,popularzone:sathon,"top 20 restaurants in thailand, tiewpaireviewpai, top 10 restaurant bkk (swe), hotel buffet recommended, amex, must visit bkk 2025 for hongkong tourists, celebration redtable awards 2025, birthday celebration, top 10 restaurant bkk (kr), must visit bkk 2025 for korean tourists, free-flow promotion, top 10 restaurant bkk (phl), top 10 restaurant bkk (my), top 10 restaurant bkk (sg), top 10 restaurant bkk (indo), top 10 restaurant bkk (us), top 10 restaurant bkk (ger), top sales hotel restaurants, top 10 restaurant bkk (au), hottest promotion, time to celebrate, top 10 restaurant bkk (uk), fancy restaurants in bangkok under $50, famous restaurants",4.787474402664131,1420502335.0,45559.0,105709.0,133.0,1010.0,31179.40110625782,0.0029192914682060625,801887.0,30358.0,144.0,2.0,420.0,0.0
740.0,,,,,,,,,,,,56470900.0,2393.0,7450.0,41.0,29.0,23598.370246552444,0.01713330547430004,435246.0,2580.0,56.0,1.0,0.0,0.0
741.0,,,,,,,,,,,,30619350.0,1393.0,4354.0,9.0,23.0,21980.868628858578,0.006460875807609476,0.0,0.0,0.0,0.0,0.0,0.0
742.0,,,,,,,,,,,,51160800.0,2121.0,8220.0,20.0,23.0,24121.07496463932,0.00942951438000943,0.0,0.0,0.0,0.0,0.0,0.0
743.0,,,,,,,,,,,,32565350.0,1762.0,6369.0,15.0,29.0,18482.037457434733,0.00851305334846765,0.0,0.0,0.0,0.0,0.0,0.0
744.0,,,,,,,,,,,,51699550.0,4312.0,12987.0,10.0,17.0,11989.691558441558,0.002319109461966605,0.0,0.0,0.0,0.0,0.0,0.0
745.0,,,,,,,,,,,,46974700.0,2232.0,7760.0,20.0,36.0,21046.012544802867,0.008960573476702509,0.0,0.0,0.0,0.0,0.0,0.0
746.0,,,,,,,,,,,,90475250.0,4719.0,17150.0,34.0,63.0,19172.54714981988,0.007204916295825386,0.0,0.0,0.0,0.0,0.0,0.0
753.0,Boon Tong Kee Sukhumvit 49,90.0,chinese,chinese,casual dining,"casual dining, chain restaurant, family friendly, mall restaurant","have baby chair, have parking, indoor seating",awardtype:50 million milestone,popularzone:phrom phong,"time to celebrate, celebration redtable awards 2025, redtable 2024 award winner, amex",4.682095120750691,11311510.0,1044.0,2782.0,21.0,18.0,10834.77969348659,0.020114942528735632,0.0,0.0,0.0,0.0,43.0,0.0
763.0,Cantina Wine Bar & Italian Kitchen,90.0,italian,Unknown,family friendly,"family friendly, casual dining, wine bar","valet parking, indoor seating, free wifi",popularzone:ari,"popularzone:ari, popularzone:samsen",Unknown,4.803037527416546,903240.0,24.0,63.0,0.0,0.0,37635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781.0,Miche Boulangerie and Coffee Bar,60.0,thai,thai,cafe/dessert,"cafe/dessert, casual dining, open air/outdoor, family friendly, healthy","wheelchair access, have parking",popularzone:phrom phong,"btsroute:bts phrom phong, btsroute:bts thong lor, popularzone:thonglor, popularzone:phrom phong","thai casual dining restaurants under 500 baht near bts phrom phong, bts thong lor, and bts ekkamai, thai outdoor restaurants in phrom phong, asok & nana under 1000 baht, free-flow promotion, healthy thai restaurants near phrom phong, asok, thonglor",4.778291114780592,1174920.0,295.0,621.0,0.0,1.0,3982.7796610169494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783.0,THINK Cafe @ The BLOC,90.0,fusion,"fusion, european, american, international",cafe/dessert,"casual dining, cafe/dessert, mall restaurant",indoor seating,popularzone:taling chan,"popularzone:taling chan, popularzone:ratchaphruek",amex,4.6375630409490345,644500.0,31.0,73.0,0.0,0.0,20790.322580645163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788.0,,,,,,,,,,,,23080422.0,1518.0,3283.0,1.0,4.0,15204.494071146246,0.0006587615283267457,0.0,0.0,0.0,0.0,0.0,0.0
790.0,Barsu at Sheraton Grande Sukhumvit,60.0,international,"international, fusion",hotel restaurant,"sports bar, hotel restaurant, pub/bar","accommodates 50+ people, have parking, live music, accommodates 80+ people",btsroute:bts asok,btsroute:bts asok,amex,4.803253863116409,2394292.0,92.0,290.0,0.0,1.0,26024.91304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793.0,,,,,,,,,,,,2506856.0,60.0,251.0,3.0,1.0,41780.933333333334,0.05,0.0,0.0,0.0,0.0,0.0,0.0
799.0,,,,,,,,,,,,41002566.0,1116.0,4440.0,6.0,11.0,36740.65053763441,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0
800.0,,,,,,,,,,,,29794992.0,946.0,3710.0,2.0,6.0,31495.763213530656,0.0021141649048625794,0.0,0.0,0.0,0.0,0.0,0.0
801.0,,,,,,,,,,,,14704252.0,389.0,1499.0,1.0,7.0,37800.13367609255,0.002570694087403599,0.0,0.0,0.0,0.0,0.0,0.0
802.0,,,,,,,,,,,,18907866.0,784.0,2101.0,9.0,11.0,24117.176020408162,0.011479591836734694,0.0,0.0,0.0,0.0,0.0,0.0
803.0,,,,,,,,,,,,46849684.0,1126.0,4433.0,5.0,21.0,41607.17939609236,0.004440497335701598,0.0,0.0,0.0,0.0,0.0,0.0
808.0,,,,,,,,,,,,259743900.0,9057.0,31737.0,27.0,147.0,28678.800927459422,0.0029811195760185492,0.0,0.0,0.0,0.0,96.0,0.0
816.0,,,,,,,,,,,,28926600.0,1656.0,3976.0,43.0,17.0,17467.753623188404,0.025966183574879228,0.0,0.0,0.0,0.0,0.0,0.0
828.0,The Eatery at Four Points by Sheraton Bangkok Sukhumvit 15,60.0,international,Unknown,buffet,buffet,Unknown,btsroute:bts asok,"popularzone:nana, btsroute:bts asok",Unknown,4.858101205613767,4097316.0,449.0,950.0,28.0,14.0,9125.425389755012,0.062360801781737196,0.0,0.0,0.0,0.0,0.0,0.0
835.0,Red Oven SO/ Bangkok,90.0,international,"fusion, italian, thai, international, european",hotel buffet,"buffet, casual dining, family friendly, hotel restaurant, hotel buffet","accommodates 80+ people, accommodates 120+ people, indoor seating, have parking, accommodates 50+ people, wheelchair access",awardtype:red table 2023,"popularzone:rama 4, popularzone:sathon, popularzone:silom, mrtroute:mrt lumphini","amex, famous restaurants, top sales hotel restaurants, birthday celebration, sunday brunch",4.647889872428904,760017703.2,7536.0,56423.0,39.0,87.0,100851.60605095542,0.0051751592356687895,0.0,0.0,0.0,0.0,963.0,0.0
837.0,Copper Beyond Buffet The Sense Pinklao (Hungry Hub),90.0,international,"thai, fusion, international, japanese, european",buffet,"mall restaurant, casual dining, buffet, family friendly, chain restaurant","accommodates 120+ people, have parking, accommodates 50+ people, indoor seating, free wifi, accommodates 80+ people, wheelchair access",awardbadge:red table award,"shoppingmall:the sense pinklao, popularzone:pinklao","top 10 restaurant bkk (indo), must visit bkk 2025 for korean tourists, must visit bkk 2025 for hongkong tourists, top 10 restaurant bkk (phl), famous restaurants, top 10 restaurant bkk (my), top 10 restaurant bkk (swe), top 10 restaurant bkk (sg), top 10 restaurant bkk (tw), birthday celebration, buffet mania, goodbyemoney, top 10 restaurant bkk (ca), celebration redtable awards 2025, top 20 restaurants in thailand, weekend best selling, top 10 restaurant bkk (hk), best selling weekday, top 10 restaurant bkk (ger), top 10 restaurant bkk (india), top 10 restaurant bkk (au), top 10 restaurant bkk (uk), copper group, top 10 restaurant bkk (kr), luxury thai restaurants over 3000 baht, top 10 restaurant bkk (us), redtable 2024 award winner, top 10 restaurant bkk (jpn)",4.77405186369274,17670523726.71,366020.0,1210522.0,110.0,8490.0,48277.481358149824,0.00030053002568165675,1724646.0,42993.0,526.0,10.0,10763.0,0.0
843.0,Seafresh Riverside Buffet,90.0,thai,"japanese, thai, thai isaan, chinese, steakhouse, international, korean",waterfront,"waterfront, buffet, family friendly","pet friendly, free wifi, outdoor seating, wheelchair access, scenic view, indoor seating, have parking",location:yan nawa,popularzone:rama 3,time to celebrate,4.4312272165065,35483706.0,768.0,2478.0,11.0,22.0,46202.7421875,0.014322916666666666,3253.0,89.0,2.0,2.0,553.0,0.0
863.0,PAUL Bakery CentralWorld,90.0,french,"fusion, french, european, international",casual dining,"chain restaurant, afternoon tea, cafe/dessert, family friendly, casual dining",indoor seating,popularzone:ratchaprasong,"popularzone:siam, popularzone:pratunaam, popularzone:ratchaprasong, btsroute:bts chit lom, popularzone:chidlom, popularzone:ratchathewi, popularzone:ploenchit, btsroute:bts ratchadamri, popularzone:rajdamri, shoppingmall:central world",amex,4.731775438069961,21790140.0,1873.0,4208.0,8.0,26.0,11633.817405232248,0.004271222637479978,0.0,0.0,0.0,0.0,184.0,0.0
864.0,,,,,,,,,,,,15641100.0,1014.0,2881.0,5.0,20.0,15425.147928994083,0.004930966469428008,0.0,0.0,0.0,0.0,0.0,0.0
865.0,,,,,,,,,,,,34573040.0,2299.0,6362.0,4.0,6.0,15038.294910830797,0.0017398869073510222,0.0,0.0,0.0,0.0,0.0,0.0
873.0,,,,,,,,,,,,89041340.0,2780.0,8688.0,45.0,75.0,32029.258992805757,0.01618705035971223,0.0,0.0,0.0,0.0,0.0,0.0
875.0,"Bistro M at Marriott Executive Apartments Sukhumvit Park, Bangkok",60.0,international,Unknown,hotel restaurant,"casual dining, hotel restaurant, family friendly","indoor seating, have parking, have baby chair, wheelchair access, vegan/vegetarian friendly, free wifi, massage & spa, accommodates 50+ people",popularzone:phrom phong,popularzone:phrom phong,corporate deals,4.683125218826135,12819950.0,549.0,1552.0,15.0,11.0,23351.457194899816,0.0273224043715847,0.0,0.0,0.0,0.0,110.0,0.0
894.0,Romsai Banyan Tree Hotel,60.0,international,Unknown,hotel buffet,"casual dining, hotel restaurant, buffet, family friendly, hotel buffet","free wifi, indoor seating, kids playground, vegan/vegetarian friendly",awardbadge:red table award,"mrtroute:mrt si lom, btsroute:bts sala daeng, popularzone:rajdamri, popularzone:sathon, mrtroute:mrt lumphini","you&i, christmas & new year deal, top sales hotel restaurants, weekend best selling, sunday brunch, must visit bkk 2025 for korean tourists, hotel buffet recommended, top 20 restaurants in thailand, birthday celebration, famous restaurants, hottest promotion, must visit bkk 2025 for hongkong tourists, come more pay less, best selling weekday, buffet mania, amex, celebration redtable awards 2025",4.817261063747973,1207410200.0,23826.0,75344.0,204.0,259.0,50676.16049693612,0.008562075044069504,0.0,0.0,0.0,0.0,4151.0,0.0
895.0,,,,,,,,,,,,276860.0,13.0,33.0,0.0,0.0,21296.923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898.0,,,,,,,,,,,,21980.0,1.0,2.0,0.0,0.0,21980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901.0,Brasserie 9,90.0,french,Unknown,fine dining,fine dining,indoor seating,btsroute:bts chong nonsi,"mrtroute:mrt sam yan, btsroute:bts chong nonsi, popularzone:silom",amex,4.738568412580288,7202160.0,95.0,228.0,0.0,2.0,75812.21052631579,0.0,6016.0,271.0,8.0,1.0,0.0,0.0
902.0,The Berkeley Dining Room,90.0,international,"chinese, australian, thai, european, international",buffet,"hotel buffet, hotel restaurant, buffet, fine dining","accommodates 50+ people, accommodates 80+ people, have parking, kids playground, wheelchair access, accommodates 120+ people, free wifi",location:ratchathewi,popularzone:pratunaam,"christmas & new year deal, amex, international fine dining accomodating 50+ people, big group dining, hotel buffet recommended",4.51319545232844,83651940.0,2830.0,7202.0,50.0,49.0,29558.989399293285,0.0176678445229682,0.0,0.0,0.0,0.0,1797.0,0.0
911.0,Kisso at The Westin Grande Sukhumvit,90.0,japanese,Unknown,buffet,"buffet, hotel restaurant, family friendly, omakase, hotel buffet","free wifi, private room up to 20 people, indoor seating, have baby chair, accommodates 80+ people, halal, private room up to 10 people, scenic view, vegan/vegetarian friendly, have parking, valet parking, accommodates 50+ people",btsroute:bts asok,"btsroute:bts asok, popularzone:asok","top sales hotel restaurants, japanese omakase in watthana, hotel buffet recommended",4.761340986011611,35818696.0,664.0,1973.0,9.0,10.0,53943.819277108436,0.01355421686746988,0.0,0.0,0.0,0.0,156.0,0.0
915.0,Neta Grill Seacon Square Srinagarindra,90.0,japanese,Unknown,grill/bbq,"chain restaurant, buffet, family friendly, grill/bbq, casual dining","have parking, wheelchair access, accommodates 50+ people, indoor seating",popularzone:srinakarin,"popularzone:srinakarin, popularzone:rangsit","come more pay less, time to celebrate, amex",4.318113795909531,37612438.0,1265.0,3656.0,32.0,30.0,29733.15256916996,0.025296442687747035,33574.0,1114.0,32.0,2.0,185.0,0.0
923.0,Boon Tong Kee The Up Rama 3,90.0,chinese,chinese,casual dining,"family friendly, mall restaurant, chain restaurant, casual dining","have parking, have baby chair, indoor seating",awardtype:50 million milestone,popularzone:sathu pradit,"celebration redtable awards 2025, redtable 2024 award winner, time to celebrate, amex",4.738186021709584,184255640.0,14869.0,50226.0,62.0,132.0,12391.932207949425,0.004169749142511265,0.0,0.0,0.0,0.0,135.0,0.0
924.0,TORA Yakiniku x Café The City Connect ,60.0,japanese,Unknown,grill/bbq,"family friendly, casual dining, chain restaurant, mall restaurant, buffet, grill/bbq","accommodates 50+ people, have parking, indoor seating",location:bang khae,popularzone:tha phra,amex,4.291553414906541,15236076.0,197.0,666.0,0.0,6.0,77340.48730964467,0.0,0.0,0.0,0.0,0.0,19.0,0.0
928.0,The Mulberry Chinese Cuisine The Berkeley Hotel,60.0,chinese,Unknown,buffet,"hotel buffet, hotel restaurant, buffet","accommodates 50+ people, have parking, indoor seating, accommodates 80+ people, private room up to 20 people, free wifi",popularzone:pratunaam,"popularzone:chidlom, popularzone:rajdamri, popularzone:ploenchit, btsroute:bts chit lom, popularzone:pratunaam, popularzone:ratchathewi, popularzone:ratchaprasong","best dim sum buffets in bangkok, hotel buffets, amex, hotel buffet recommended, famous restaurants, big group dining",4.811382553681681,83974590.0,2564.0,9264.0,28.0,47.0,32751.40015600624,0.0109204368174727,0.0,0.0,0.0,0.0,216.0,0.0
933.0,,,,,,,,,,,,830779001.27,16964.0,54662.0,8.0,1492.0,48973.060673779764,0.0004715868898844612,0.0,0.0,0.0,0.0,19256.0,0.0
945.0,Crave (Aloft Bangkok - Sukhumvit 11),60.0,international,Unknown,hotel buffet,"buffet, family friendly, hotel restaurant, wine bar, hotel buffet, casual dining","have parking, wheelchair access, indoor seating",popularzone:nana,popularzone:nana,"come more pay less, story of us, hotel buffet recommended",4.721534283210845,18819696.0,766.0,2404.0,32.0,17.0,24568.79373368146,0.04177545691906005,6377.0,132.0,3.0,2.0,216.0,0.0
949.0,Amaya Food Gallery Amari Bangkok,90.0,thai,"international, thai",hotel buffet,"family friendly, hotel restaurant, buffet, hotel buffet","accommodates 50+ people, have parking, wheelchair access, accommodates 80+ people, accommodates 120+ people",popularzone:pratunaam,"popularzone:pratunaam, popularzone:ratchathewi","hotel buffet recommended, amex, restaurants with river view, come more pay less",4.6504851634331885,93016140.0,2752.0,8849.0,33.0,149.0,33799.46947674418,0.011991279069767442,0.0,0.0,0.0,0.0,204.0,0.0
955.0,Krua Nai Noi Seafood,90.0,thai,Unknown,casual dining,"buffet, casual dining, family friendly","indoor seating, accommodates 50+ people",popularzone:ngamwongwan,"popularzone:ngamwongwan, popularzone:nonthaburi",family friendly thai restaurants under 1000 baht in nonthaburi,4.676663374708928,12023160.0,583.0,2065.0,14.0,4.0,20622.915951972554,0.024013722126929673,0.0,0.0,0.0,0.0,29.0,0.0
979.0,,,,,,,,,,,,26398200.0,908.0,2072.0,36.0,19.0,29072.907488986784,0.039647577092511016,0.0,0.0,0.0,0.0,0.0,0.0
